156;2020-01-26;1;1;33,8
157;2020-01-27;1;1;33,8
158;2020-01-28;1;1;33,8
159;2020-01-29;1;1;33,8
160;2020-01-30;1;1;33,8
161;2020-01-31;1;1;33,8
162;2020-02-01;1;1;33,8
163;2020-02-02;1;1;33,8
164;2020-02-03;1;1;33,8
165;2020-02-04;1;1;33,8
166;2020-02-05;1;1;33,8
167;2020-02-06;1;1;33,8
168;2020-02-07;1;1;33,8
169;2020-02-08;1;1;33,8
170;2020-02-09;1;1;33,8
171;2020-02-10;1;1;33,8
172;2020-02-11;1;1;33,8
173;2020-02-12;1;1;33,8
174;2020-02-13;1;1;33,8
175;2020-02-14;1;1;33,8
176;2020-02-15;1;1;33,8
177;2020-02-16;1;1;33,8
178;2020-02-17;1;1;33,8
179;2020-02-18;1;1;33,8
180;2020-02-19;1;1;33,8
181;2020-02-20;1;1;33,8
182;2020-02-21;1;1;33,8
183;2020-02-22;1;1;33,8
184;2020-02-23;1;1;33,8
185;2020-02-24;1;1;33,8
186;2020-02-25;1;1;33,8
187;2020-02-26;1;1;33,8
188;2020-02-27;1;1;33,8
189;2020-02-28;1;1;33,8
190;2020-02-29;1;1;33,8
191;2020-03-01;1;1;33,8
192;2020-03-02;1;1;33,8
193;2020-03-03;1;1;33,8
194;2020-03-04;1;1;33,8
195;2020-03-05;1;1;33,8
196;2020-03-06;1;1;33,8
197;2020-03-07;1;1;33,8
198;2020-03-08;1;1;33,8
199;2020-03-09;1;1;33,8
200;2020-03-10;1;1;33,8
201;2020-03-11;1;1;33,8
202;2020-03-12;1;1;33,8
203;2020-03-13;1;1;33,8
204;2020-03-14;1;1;33,8
205;2020-03-15;1;1;33,8
206;2020-03-16;1;1;33,8
207;2020-03-17;1;1;33,8
208;2020-03-18;1;1;33,8
209;2020-03-19;1;1;33,8
210;2020-03-20;1;1;33,8
211;2020-03-21;1;1;33,8
212;2020-03-22;1;1;33,8
213;2020-03-23;1;1;33,8
214;2020-03-24;1;1;33,8
215;2020-03-25;1;1;33,8
216;2020-03-26;1;1;33,8
217;2020-03-27;1;1;33,8
218;2020-03-28;1;1;33,8
219;2020-03-29;1;1;33,8
220;2020-03-30;1;1;33,8
221;2020-03-31;1;1;33,8
222;2020-04-01;1;1;33,8
223;2020-04-02;1;1;33,8
224;2020-04-03;1;1;33,8
225;2020-04-04;1;1;33,8
226;2020-04-05;1;1;33,8
227;2020-04-06;1;1;33,8
228;2020-04-07;1;1;33,8
229;2020-04-08;1;1;33,8
230;2020-04-09;1;1;33,8
231;2020-04-10;1;1;33,8
232;2020-04-11;1;1;33,8
233;2020-04-12;1;1;33,8
234;2020-04-13;1;1;33,8
235;2020-04-14;1;1;33,8
236;2020-04-15;1;1;33,8
237;2020-04-16;1;1;33,8
238;2020-04-17;1;1;33,8
239;2020-04-18;1;1;33,8
240;2020-04-19;1;1;33,8
241;2020-04-20;1;1;33,8
242;2020-04-21;1;1;33,8
243;2020-04-22;1;1;33,8
244;2020-04-23;1;1;33,8
245;2020-04-24;1;1;33,8
246;2020-04-25;1;1;33,8
247;2020-04-26;1;1;33,8
248;2020-04-27;1;1;33,8
249;2020-04-28;1;1;33,8
250;2020-04-29;1;1;33,8
251;2020-04-30;1;1;33,8
252;2020-05-01;1;1;33,8
253;2020-05-02;1;1;33,8
254;2020-05-03;1;1;33,8
255;2020-05-04;1;1;33,8
256;2020-05-05;1;1;33,8
257;2020-05-06;1;1;33,8
258;2020-05-07;1;1;33,8
259;2020-05-08;1;1;33,8
260;2020-05-09;1;1;33,8
261;2020-05-10;1;1;33,8
262;2020-05-11;1;1;33,8
263;2020-05-12;1;1;33,8
264;2020-05-13;1;1;33,8
265;2020-05-14;1;1;33,8
266;2020-05-15;1;1;33,8
267;2020-05-16;1;1;33,8
268;2020-05-17;1;1;33,8
269;2020-05-18;1;1;33,8
270;2020-05-19;1;1;33,8
271;2020-05-20;1;1;33,8
272;2020-05-21;1;1;33,8
273;2020-05-22;1;1;33,8
274;2020-05-23;1;1;33,8
275;2020-05-24;1;1;33,8
276;2020-05-25;1;1;33,8
277;2020-05-26;1;1;33,8
278;2020-05-27;1;1;33,8
279;2020-05-28;1;1;33,8
280;2020-05-29;1;1;33,8
281;2020-05-30;1;1;33,8
282;2020-05-31;1;1;33,8
283;2020-06-01;1;1;33,8
284;2020-06-02;1;1;33,8
285;2020-06-03;1;1;33,8
286;2020-06-04;1;1;33,8
287;2020-06-05;1;1;33,8
288;2020-06-06;1;1;33,8
289;2020-06-07;1;1;33,8
290;2020-06-08;1;1;33,8
291;2020-06-09;1;1;33,8
292;2020-06-10;1;1;33,8
293;2020-06-11;1;1;33,8
294;2020-06-12;1;1;33,8
295;2020-06-13;1;1;33,8
296;2020-06-14;1;1;33,8
297;2020-06-15;1;1;33,8
298;2020-06-16;1;1;33,8
299;2020-06-17;1;1;33,8
